_Customer_ID,_Purchase_Date,_Product_Category,_Product_Price,_Quantity,_Total_Purchase_Amount,_Payment_Method,_Customer_Age,_Returns,_Customer_Name,_Gender,_Churn
48826,12/5/2022,Home,28,2,1623,PayPal,70,1,Isabel Bennett,Male,0
48826,25/1/2021,Electronics,440,5,2167,Cash,70,1,Isabel Bennett,Male,0
48826,16/8/2021,Home,98,1,2850,Credit Card,70,1,Isabel Bennett,Male,0
48826,9/5/2020,Home,186,3,685,Cash,70,1,Isabel Bennett,Male,0
45764,2/2/2020,Books,471,3,2181,PayPal,26,0,Angela Black,Female,0
45764,26/9/2021,Home,307,3,4809,Credit Card,26,0,Angela Black,Female,0
49508,4/7/2022,Electronics,249,2,243,PayPal,46,1,Ronald Murray,Male,0
49508,8/3/2022,Books,114,5,1708,Cash,46,0,Ronald Murray,Male,0
49429,6/10/2022,Clothing,320,4,3339,Credit Card,19,0,Brandon Johnson,Female,0
49429,14/3/2020,Clothing,468,4,3180,PayPal,19,1,Brandon Johnson,Female,0
49429,9/6/2023,Books,179,4,204,Credit Card,19,0,Brandon Johnson,Female,0
49429,2/5/2020,Clothing,399,5,2072,Credit Card,19,1,Brandon Johnson,Female,0
49429,25/9/2020,Home,19,1,2032,PayPal,19,1,Brandon Johnson,Female,0
48124,18/10/2022,Clothing,183,5,2291,Credit Card,36,1,Juan Diaz,Female,1
48124,10/3/2022,Clothing,173,4,4368,Credit Card,36,1,Juan Diaz,Female,1
48124,6/1/2023,Clothing,39,5,4123,Credit Card,36,1,Juan Diaz,Female,1
48124,31/8/2021,Clothing,498,4,3839,PayPal,36,0,Juan Diaz,Female,1
45619,9/2/2021,Books,241,5,2772,Cash,51,0,Edward Becker,Male,0
45619,18/3/2023,Electronics,112,4,1385,PayPal,51,1,Edward Becker,Male,0
45619,7/1/2022,Home,438,2,3815,Credit Card,51,0,Edward Becker,Male,0
45619,28/4/2020,Home,52,5,2696,Cash,51,0,Edward Becker,Male,0
49008,15/10/2021,Electronics,407,5,4597,PayPal,49,1,Karen Jones,Female,0
49008,5/3/2021,Home,497,2,1625,Credit Card,49,0,Karen Jones,Female,0
49008,17/7/2023,Clothing,339,2,3037,Cash,49,1,Karen Jones,Female,0
49008,14/4/2021,Books,19,2,2903,PayPal,49,1,Karen Jones,Female,0
49008,12/9/2021,Books,223,1,2004,Credit Card,49,0,Karen Jones,Female,0
49008,10/3/2021,Electronics,78,5,2467,Credit Card,49,1,Karen Jones,Female,0
46505,27/1/2020,Home,266,4,3450,Credit Card,60,1,Daniel Rodriguez,Male,0
46505,20/5/2023,Home,276,2,3255,Cash,60,1,Daniel Rodriguez,Male,0
46505,27/6/2021,Clothing,153,1,1842,Cash,60,0,Daniel Rodriguez,Male,0
46505,9/2/2023,Clothing,498,2,1692,PayPal,60,0,Daniel Rodriguez,Male,0
46505,25/6/2022,Home,112,4,4371,Credit Card,60,0,Daniel Rodriguez,Male,0
46505,16/6/2022,Clothing,450,3,3009,PayPal,60,0,Daniel Rodriguez,Male,0
48524,3/4/2020,Clothing,137,1,4195,Cash,61,1,Lauren Johnston,Female,0
48524,22/3/2021,Home,360,1,4354,Credit Card,61,1,Lauren Johnston,Female,0
48524,27/1/2020,Books,122,3,3896,Cash,61,1,Lauren Johnston,Female,0
48524,26/7/2021,Electronics,46,3,4578,Cash,61,1,Lauren Johnston,Female,0
48524,6/3/2022,Electronics,386,2,3237,PayPal,61,1,Lauren Johnston,Female,0
48021,19/1/2023,Electronics,481,1,2608,Cash,47,1,Blake Rodriguez,Male,0
48021,23/5/2021,Clothing,246,4,4123,PayPal,47,0,Blake Rodriguez,Male,0
48021,19/6/2020,Clothing,227,1,3259,Credit Card,47,1,Blake Rodriguez,Male,0
48021,25/1/2021,Books,85,2,1292,Credit Card,47,0,Blake Rodriguez,Male,0
45000,29/5/2023,Clothing,500,4,1610,PayPal,65,1,Nicholas Levy,Male,0
45000,21/2/2021,Clothing,371,2,4597,PayPal,65,0,Nicholas Levy,Male,0
45000,10/1/2021,Books,65,4,2646,Credit Card,65,1,Nicholas Levy,Male,0
45000,23/2/2022,Books,182,5,1446,Cash,65,1,Nicholas Levy,Male,0
47123,14/11/2022,Electronics,414,5,2796,Credit Card,67,0,Wesley Thompson,Male,1
47123,3/4/2023,Home,446,2,4599,PayPal,67,0,Wesley Thompson,Male,1
47123,25/7/2021,Home,51,5,608,Cash,67,1,Wesley Thompson,Male,1
45994,4/11/2022,Home,186,5,2759,Credit Card,61,0,Brandy Smith PhD,Male,1
45994,27/8/2023,Electronics,141,2,357,Cash,61,1,Brandy Smith PhD,Male,1
45994,28/8/2022,Clothing,167,5,2898,PayPal,61,1,Brandy Smith PhD,Male,1
45994,28/6/2020,Clothing,195,1,2087,Credit Card,61,0,Brandy Smith PhD,Male,1
45994,2/12/2020,Home,323,4,827,Credit Card,61,1,Brandy Smith PhD,Male,1
45994,27/5/2022,Books,252,3,5125,PayPal,61,1,Brandy Smith PhD,Male,1
45994,1/7/2023,Electronics,310,1,4519,Credit Card,61,1,Brandy Smith PhD,Male,1
47071,11/10/2021,Electronics,181,2,1906,PayPal,36,1,Matthew Huber,Female,1
47071,26/5/2022,Home,483,4,3631,Credit Card,36,1,Matthew Huber,Female,1
47071,26/8/2021,Home,78,2,893,PayPal,36,1,Matthew Huber,Female,1
47071,31/5/2020,Books,349,2,1582,PayPal,36,1,Matthew Huber,Female,1
49160,1/4/2023,Clothing,344,5,286,PayPal,26,1,Kevin Rosario,Male,0
49160,2/11/2020,Books,113,5,4890,PayPal,26,1,Kevin Rosario,Male,0
49160,16/3/2023,Electronics,215,5,4125,PayPal,26,0,Kevin Rosario,Male,0
49160,6/7/2022,Home,453,1,3579,Credit Card,26,0,Kevin Rosario,Male,0
49122,28/3/2020,Clothing,492,4,4857,Cash,28,0,Kevin Esparza,Male,0
49122,15/4/2021,Electronics,221,5,3737,PayPal,28,0,Kevin Esparza,Male,0
49122,8/5/2022,Electronics,481,1,746,Cash,28,0,Kevin Esparza,Male,0
49122,6/5/2021,Electronics,53,5,4890,PayPal,28,1,Kevin Esparza,Male,0
46683,18/10/2020,Books,155,4,2034,Credit Card,59,1,Denise Velasquez,Female,0
46683,11/1/2020,Clothing,28,5,4098,Cash,59,0,Denise Velasquez,Female,0
46683,14/9/2022,Electronics,439,4,3533,Credit Card,59,1,Denise Velasquez,Female,0
46683,27/5/2023,Clothing,193,1,4927,Credit Card,59,1,Denise Velasquez,Female,0
46683,24/12/2021,Home,30,5,412,Credit Card,59,0,Denise Velasquez,Female,0
49551,2/5/2021,Clothing,61,4,1917,Cash,47,1,Michael Johnson,Male,0
49551,18/3/2020,Books,221,1,4096,Cash,47,0,Michael Johnson,Male,0
49551,26/7/2023,Books,454,5,2937,Credit Card,47,1,Michael Johnson,Male,0
49551,30/8/2023,Clothing,114,5,1463,Credit Card,47,1,Michael Johnson,Male,0
49551,7/11/2022,Books,386,4,1410,Cash,47,1,Michael Johnson,Male,0
48702,29/3/2020,Home,41,1,3106,PayPal,20,0,Michael Lewis,Male,0
48702,14/7/2021,Clothing,274,1,3379,Cash,20,0,Michael Lewis,Male,0
48702,19/2/2023,Books,445,2,5096,PayPal,20,1,Michael Lewis,Male,0
48702,16/10/2022,Books,62,4,3277,Credit Card,20,0,Michael Lewis,Male,0
48702,2/10/2020,Electronics,409,2,453,Credit Card,20,0,Michael Lewis,Male,0
48702,22/2/2021,Books,315,5,642,PayPal,20,1,Michael Lewis,Male,0
47397,29/7/2022,Clothing,57,3,2603,Credit Card,57,1,Deborah Johnson,Male,1
47397,4/11/2020,Clothing,395,2,3083,Credit Card,57,0,Deborah Johnson,Male,1
47397,26/3/2023,Clothing,396,4,5041,Cash,57,0,Deborah Johnson,Male,1
47397,15/3/2021,Books,446,4,1539,Credit Card,57,1,Deborah Johnson,Male,1
47397,11/11/2021,Clothing,399,3,1162,Credit Card,57,0,Deborah Johnson,Male,1
47397,6/2/2023,Home,347,4,1755,Credit Card,57,0,Deborah Johnson,Male,1
47397,3/3/2020,Books,456,1,3575,Credit Card,57,1,Deborah Johnson,Male,1
48446,17/5/2022,Home,243,1,4152,Cash,24,1,Amy Myers,Male,0
48446,22/5/2023,Electronics,277,5,1379,Credit Card,24,0,Amy Myers,Male,0
48446,28/8/2023,Electronics,330,3,1354,Credit Card,24,0,Amy Myers,Male,0
48446,12/1/2021,Home,402,2,5095,Cash,24,1,Amy Myers,Male,0
48473,26/1/2023,Clothing,196,2,1595,Cash,24,0,Sara Anderson,Male,0
48473,10/7/2021,Electronics,245,5,142,Cash,24,1,Sara Anderson,Male,0
48473,30/4/2022,Home,41,2,4674,PayPal,24,0,Sara Anderson,Male,0
47592,27/9/2022,Electronics,264,1,3471,Cash,39,1,Autumn Lynch,Female,1
47592,21/6/2021,Home,170,4,4202,Cash,39,1,Autumn Lynch,Female,1
47592,11/10/2022,Books,446,5,4678,Cash,39,0,Autumn Lynch,Female,1
47592,24/12/2020,Books,446,4,1618,Cash,39,0,Autumn Lynch,Female,1
47592,29/9/2021,Home,270,3,542,Cash,39,0,Autumn Lynch,Female,1
47592,21/3/2020,Home,320,5,1447,Cash,39,1,Autumn Lynch,Female,1
46365,29/3/2021,Clothing,418,2,399,Cash,47,0,Alex Cooper,Female,1
46365,18/5/2022,Home,78,2,4990,Cash,47,1,Alex Cooper,Female,1
46365,11/5/2022,Clothing,446,1,3288,Credit Card,47,0,Alex Cooper,Female,1
46365,3/1/2021,Books,350,4,1692,Cash,47,0,Alex Cooper,Female,1
46365,13/2/2021,Home,320,4,2743,Cash,47,0,Alex Cooper,Female,1
46365,6/8/2021,Electronics,171,2,4056,PayPal,47,0,Alex Cooper,Female,1
46365,29/1/2022,Home,296,5,1791,PayPal,47,1,Alex Cooper,Female,1
45750,11/9/2020,Clothing,168,4,1463,PayPal,63,0,Kimberly Baldwin,Male,0
45750,16/4/2021,Home,303,3,4833,PayPal,63,0,Kimberly Baldwin,Male,0
45750,18/7/2020,Clothing,327,4,1215,Credit Card,63,0,Kimberly Baldwin,Male,0
45750,28/3/2020,Clothing,282,1,3297,Cash,63,1,Kimberly Baldwin,Male,0
45750,13/6/2020,Books,230,4,1387,PayPal,63,0,Kimberly Baldwin,Male,0
48610,27/7/2020,Books,343,3,1398,Cash,60,1,Daniel Jones,Female,0
48610,28/3/2023,Books,484,3,4881,PayPal,60,1,Daniel Jones,Female,0
48610,15/4/2020,Books,287,1,5034,Cash,60,1,Daniel Jones,Female,0
48610,2/9/2020,Clothing,197,2,3815,Credit Card,60,0,Daniel Jones,Female,0
48610,26/7/2021,Electronics,350,1,4552,Credit Card,60,0,Daniel Jones,Female,0
48610,28/8/2022,Home,425,4,2693,PayPal,60,1,Daniel Jones,Female,0
48302,1/7/2022,Books,129,4,4675,PayPal,27,0,Jacob Smith,Female,0
48302,11/10/2021,Electronics,304,3,2814,Cash,27,1,Jacob Smith,Female,0
48302,30/4/2022,Clothing,211,1,1059,Cash,27,1,Jacob Smith,Female,0
48302,21/9/2020,Books,73,5,5100,Cash,27,0,Jacob Smith,Female,0
48302,9/5/2021,Home,293,4,4656,Cash,27,0,Jacob Smith,Female,0
45260,15/6/2020,Clothing,475,3,3767,Cash,20,1,Anthony Allen,Female,0
45260,5/6/2022,Home,249,1,4710,PayPal,20,1,Anthony Allen,Female,0
45260,16/5/2022,Electronics,180,5,647,Credit Card,20,1,Anthony Allen,Female,0
45260,30/6/2023,Electronics,352,3,4647,Cash,20,1,Anthony Allen,Female,0
45260,8/12/2021,Clothing,391,4,4821,Credit Card,20,1,Anthony Allen,Female,0
45260,26/8/2022,Electronics,349,3,3361,Cash,20,1,Anthony Allen,Female,0
47802,18/2/2022,Electronics,248,5,1031,PayPal,42,1,Amanda Myers,Female,0
47802,17/5/2020,Books,135,5,653,Cash,42,0,Amanda Myers,Female,0
47802,17/11/2022,Home,306,1,220,PayPal,42,0,Amanda Myers,Female,0
47802,7/8/2021,Clothing,254,2,260,Cash,42,1,Amanda Myers,Female,0
47802,2/7/2021,Home,166,3,3314,Cash,42,0,Amanda Myers,Female,0
47802,25/2/2021,Books,492,2,1605,Cash,42,1,Amanda Myers,Female,0
47802,22/3/2023,Electronics,252,1,4384,Credit Card,42,1,Amanda Myers,Female,0
47802,24/10/2020,Books,324,3,3191,Cash,42,1,Amanda Myers,Female,0
46448,20/9/2020,Books,200,5,2696,Credit Card,26,0,Rachel Nelson,Female,1
49040,10/1/2021,Clothing,399,1,1426,Credit Card,25,1,Sharon Reid,Female,0
49040,19/6/2022,Electronics,434,4,1364,Credit Card,25,0,Sharon Reid,Female,0
49040,25/3/2022,Clothing,333,3,2354,Credit Card,25,0,Sharon Reid,Female,0
49040,9/8/2020,Home,306,1,1232,Cash,25,1,Sharon Reid,Female,0
49040,10/7/2023,Clothing,198,5,569,PayPal,25,1,Sharon Reid,Female,0
49040,18/3/2020,Home,78,4,5082,PayPal,25,0,Sharon Reid,Female,0
49843,17/1/2021,Electronics,193,5,2644,Cash,42,1,Christian Stout,Female,1
49843,5/5/2023,Clothing,208,4,3169,Cash,42,1,Christian Stout,Female,1
49843,12/5/2021,Electronics,332,1,3979,PayPal,42,1,Christian Stout,Female,1
49843,23/2/2020,Home,188,2,4916,Credit Card,42,1,Christian Stout,Female,1
49843,8/11/2020,Clothing,474,2,3811,PayPal,42,1,Christian Stout,Female,1
49843,15/4/2023,Clothing,346,3,1744,Cash,42,0,Christian Stout,Female,1
48693,12/5/2023,Clothing,447,5,1748,Credit Card,28,0,Brenda Boyle,Female,1
48693,19/5/2021,Books,215,4,761,Credit Card,28,0,Brenda Boyle,Female,1
48693,13/1/2022,Clothing,408,5,751,PayPal,28,1,Brenda Boyle,Female,1
48693,1/9/2022,Home,357,1,4893,PayPal,28,0,Brenda Boyle,Female,1
48693,17/10/2021,Home,216,3,2788,Cash,28,0,Brenda Boyle,Female,1
48693,3/5/2020,Books,304,4,356,PayPal,28,0,Brenda Boyle,Female,1
48693,13/3/2021,Electronics,274,5,4343,Cash,28,1,Brenda Boyle,Female,1
45821,26/6/2020,Home,456,5,4995,Cash,20,0,James Fritz,Male,0
45821,11/2/2023,Books,291,5,2519,Credit Card,20,0,James Fritz,Male,0
45821,6/1/2020,Books,308,1,3184,Credit Card,20,1,James Fritz,Male,0
49536,13/4/2023,Clothing,317,1,3411,Credit Card,41,0,Donna Clark,Female,1
49536,27/8/2023,Clothing,232,4,2662,Cash,41,0,Donna Clark,Female,1
49536,20/9/2020,Electronics,236,1,4097,Cash,41,0,Donna Clark,Female,1
49536,9/2/2022,Books,29,5,5033,PayPal,41,1,Donna Clark,Female,1
49536,20/7/2023,Electronics,217,4,692,Cash,41,0,Donna Clark,Female,1
49536,14/3/2021,Books,47,1,840,Cash,41,1,Donna Clark,Female,1
49536,5/12/2020,Books,172,2,3632,Cash,41,0,Donna Clark,Female,1
49536,6/6/2021,Clothing,13,2,5178,Cash,41,1,Donna Clark,Female,1
48009,25/4/2021,Electronics,177,4,1584,Cash,39,0,Sara Hill,Male,1
48009,31/10/2022,Home,226,3,1569,PayPal,39,1,Sara Hill,Male,1
48009,9/12/2022,Books,303,1,3636,Credit Card,39,1,Sara Hill,Male,1
48009,12/8/2022,Clothing,324,3,4311,PayPal,39,0,Sara Hill,Male,1
48009,5/6/2020,Clothing,140,1,2425,Credit Card,39,0,Sara Hill,Male,1
48104,27/3/2023,Clothing,337,5,2592,Credit Card,61,1,Julie Barnett,Male,0
48104,9/1/2020,Clothing,148,2,422,Credit Card,61,0,Julie Barnett,Male,0
48104,2/8/2023,Electronics,53,1,4932,Credit Card,61,0,Julie Barnett,Male,0
48104,1/5/2022,Electronics,189,3,1288,Cash,61,0,Julie Barnett,Male,0
48104,19/3/2020,Electronics,201,4,902,Cash,61,1,Julie Barnett,Male,0
49298,5/4/2020,Books,459,2,815,Cash,48,0,Mrs. Jennifer Anderson,Male,1
49298,14/4/2021,Books,171,5,2067,PayPal,48,0,Mrs. Jennifer Anderson,Male,1
49298,2/5/2022,Electronics,282,2,814,PayPal,48,1,Mrs. Jennifer Anderson,Male,1
49298,10/10/2021,Clothing,342,4,636,PayPal,48,1,Mrs. Jennifer Anderson,Male,1
49298,13/2/2023,Clothing,224,5,5202,Credit Card,48,0,Mrs. Jennifer Anderson,Male,1
49896,26/2/2021,Electronics,218,5,4255,Cash,25,1,Courtney Hogan,Female,1
49896,12/5/2020,Books,171,2,2741,Cash,25,0,Courtney Hogan,Female,1
49896,8/9/2023,Clothing,205,2,3969,PayPal,25,1,Courtney Hogan,Female,1
49896,29/12/2021,Clothing,343,5,3549,PayPal,25,1,Courtney Hogan,Female,1
49896,3/12/2022,Clothing,25,2,2376,Cash,25,0,Courtney Hogan,Female,1
49810,7/10/2021,Electronics,294,5,3029,Credit Card,51,0,Briana Jones,Male,0
49810,26/6/2020,Electronics,114,4,3759,Credit Card,51,0,Briana Jones,Male,0
49810,4/11/2021,Books,176,1,2302,PayPal,51,1,Briana Jones,Male,0
49810,25/3/2023,Home,243,4,277,Cash,51,0,Briana Jones,Male,0
49810,17/6/2023,Clothing,45,2,4532,Credit Card,51,1,Briana Jones,Male,0
45486,6/9/2023,Electronics,76,4,1002,Cash,68,1,Shannon Davis,Male,0
45486,10/3/2021,Books,370,1,4292,PayPal,68,1,Shannon Davis,Male,0
45486,19/6/2023,Books,165,3,3171,Cash,68,1,Shannon Davis,Male,0
45491,14/11/2020,Home,235,1,1070,Credit Card,31,1,Cassandra Rodriguez,Female,0
45491,23/1/2023,Electronics,441,5,463,Cash,31,1,Cassandra Rodriguez,Female,0
45491,16/2/2023,Electronics,337,5,2240,PayPal,31,0,Cassandra Rodriguez,Female,0
45298,7/5/2021,Electronics,56,5,1326,Credit Card,26,1,Sarah Jackson,Female,1
45298,28/11/2020,Electronics,165,5,4653,PayPal,26,1,Sarah Jackson,Female,1
45298,1/11/2022,Electronics,217,5,4552,Cash,26,0,Sarah Jackson,Female,1
45298,22/11/2020,Books,130,4,244,Cash,26,0,Sarah Jackson,Female,1
45298,28/8/2022,Home,498,4,1950,Credit Card,26,1,Sarah Jackson,Female,1
45298,12/6/2020,Books,337,4,2571,Credit Card,26,0,Sarah Jackson,Female,1
45645,25/8/2022,Home,105,2,2630,Credit Card,29,0,Jeffrey King,Male,0
45645,6/11/2022,Home,94,1,5016,PayPal,29,1,Jeffrey King,Male,0
45645,26/4/2023,Home,265,3,4923,PayPal,29,1,Jeffrey King,Male,0
45645,6/4/2020,Books,265,1,2391,Credit Card,29,1,Jeffrey King,Male,0
45645,5/7/2022,Clothing,433,1,3522,Credit Card,29,1,Jeffrey King,Male,0
45645,23/10/2020,Electronics,257,4,1375,Cash,29,1,Jeffrey King,Male,0
45645,13/5/2022,Clothing,182,4,3573,Credit Card,29,1,Jeffrey King,Male,0
45645,13/10/2020,Home,76,1,905,Credit Card,29,1,Jeffrey King,Male,0
45645,5/7/2022,Books,356,5,1391,Credit Card,29,1,Jeffrey King,Male,0
47605,28/11/2020,Electronics,388,2,1870,PayPal,68,0,James Stuart,Female,0
47605,13/10/2022,Home,417,4,1078,PayPal,68,1,James Stuart,Female,0
47605,9/9/2020,Books,420,1,2973,Cash,68,0,James Stuart,Female,0
47605,10/8/2022,Electronics,470,1,4029,Cash,68,1,James Stuart,Female,0
47605,3/12/2021,Clothing,224,1,3400,Credit Card,68,0,James Stuart,Female,0
47605,31/8/2021,Clothing,209,4,2707,PayPal,68,0,James Stuart,Female,0
47605,25/10/2022,Clothing,254,2,3847,Cash,68,0,James Stuart,Female,0
47605,3/6/2021,Books,153,2,1539,Cash,68,0,James Stuart,Female,0
47605,9/10/2022,Electronics,110,2,4758,Cash,68,1,James Stuart,Female,0
47605,28/5/2022,Home,270,5,3846,PayPal,68,0,James Stuart,Female,0
46402,2/3/2021,Books,39,3,365,PayPal,29,1,Clinton Reed,Female,0
46402,30/7/2022,Clothing,387,2,4701,Cash,29,1,Clinton Reed,Female,0
46402,27/2/2023,Electronics,483,5,1128,Cash,29,0,Clinton Reed,Female,0
46402,3/9/2020,Books,496,2,2843,Credit Card,29,1,Clinton Reed,Female,0
49885,3/3/2022,Clothing,495,1,2943,PayPal,27,1,Jonathan Smith,Female,1
49885,1/3/2022,Clothing,44,3,4034,Credit Card,27,0,Jonathan Smith,Female,1
49885,8/7/2020,Home,83,1,3444,PayPal,27,1,Jonathan Smith,Female,1
49885,22/5/2020,Books,494,4,3307,PayPal,27,1,Jonathan Smith,Female,1
49885,21/1/2020,Electronics,164,4,4029,Credit Card,27,0,Jonathan Smith,Female,1
49885,4/7/2020,Clothing,40,2,940,PayPal,27,1,Jonathan Smith,Female,1
49885,18/3/2021,Books,280,1,3130,Cash,27,0,Jonathan Smith,Female,1
47811,16/5/2021,Clothing,444,3,1105,PayPal,51,0,Nancy Brown,Female,0
47811,7/10/2020,Books,94,5,4976,PayPal,51,1,Nancy Brown,Female,0
47811,19/1/2020,Electronics,489,2,897,Credit Card,51,1,Nancy Brown,Female,0
47811,25/1/2022,Home,408,5,4591,Credit Card,51,0,Nancy Brown,Female,0
47811,31/3/2022,Books,96,5,4510,PayPal,51,0,Nancy Brown,Female,0
47811,14/12/2020,Home,496,5,1446,Credit Card,51,0,Nancy Brown,Female,0
47811,10/9/2023,Books,254,5,2714,Credit Card,51,1,Nancy Brown,Female,0
47811,8/6/2020,Clothing,396,1,5029,Cash,51,0,Nancy Brown,Female,0
46707,10/5/2022,Home,15,5,1419,PayPal,56,0,Emily Whitney,Female,0
46707,3/9/2021,Books,234,4,2591,Cash,56,0,Emily Whitney,Female,0
46707,25/2/2023,Electronics,389,3,1272,Cash,56,0,Emily Whitney,Female,0
46707,16/1/2023,Home,80,4,1558,Cash,56,1,Emily Whitney,Female,0
46707,20/7/2020,Books,163,4,1690,PayPal,56,1,Emily Whitney,Female,0
48978,29/3/2022,Electronics,240,5,2393,Cash,40,1,Susan Curry,Male,0
48978,26/5/2020,Clothing,27,2,4488,Credit Card,40,0,Susan Curry,Male,0
48978,30/8/2021,Home,132,2,1875,PayPal,40,1,Susan Curry,Male,0
48978,11/1/2023,Books,220,4,2984,Cash,40,0,Susan Curry,Male,0
48978,7/2/2022,Clothing,129,3,2331,Cash,40,1,Susan Curry,Male,0
48978,18/7/2021,Clothing,253,4,1828,Cash,40,1,Susan Curry,Male,0
45731,19/4/2022,Books,289,4,2144,PayPal,52,1,James Rodriguez,Female,0
45731,25/6/2023,Books,37,5,2968,Credit Card,52,1,James Rodriguez,Female,0
49133,28/6/2020,Clothing,173,3,3325,PayPal,18,0,Micheal Burns,Male,0
49133,12/7/2020,Home,352,4,1029,Credit Card,18,1,Micheal Burns,Male,0
49133,23/6/2021,Electronics,49,4,593,PayPal,18,0,Micheal Burns,Male,0
49133,21/5/2023,Electronics,246,4,890,PayPal,18,1,Micheal Burns,Male,0
49133,1/4/2021,Clothing,363,2,3050,PayPal,18,0,Micheal Burns,Male,0
47848,18/12/2022,Electronics,104,5,785,PayPal,63,0,Darryl Savage,Male,1
47848,10/8/2022,Books,72,5,4300,Credit Card,63,1,Darryl Savage,Male,1
47848,5/7/2023,Books,212,5,2148,Credit Card,63,0,Darryl Savage,Male,1
47848,12/4/2022,Home,59,2,4814,Credit Card,63,1,Darryl Savage,Male,1
47848,2/7/2023,Electronics,86,5,4656,PayPal,63,0,Darryl Savage,Male,1
47848,7/8/2023,Home,351,1,3625,PayPal,63,1,Darryl Savage,Male,1
47700,11/5/2021,Books,460,4,1303,Cash,47,0,Ashley Dunn,Male,0
47700,4/9/2020,Clothing,100,5,4878,Credit Card,47,1,Ashley Dunn,Male,0
47700,16/5/2022,Electronics,172,2,4247,Cash,47,1,Ashley Dunn,Male,0
47700,30/10/2020,Books,168,5,334,Cash,47,1,Ashley Dunn,Male,0
47700,7/6/2021,Electronics,52,2,2933,Cash,47,1,Ashley Dunn,Male,0
45271,6/11/2021,Electronics,68,1,2442,PayPal,59,1,Jesse Lopez,Female,0
45271,12/11/2021,Electronics,347,2,442,Cash,59,0,Jesse Lopez,Female,0
45271,1/2/2021,Clothing,379,1,1319,Cash,59,1,Jesse Lopez,Female,0
45271,28/1/2021,Home,32,5,1219,PayPal,59,0,Jesse Lopez,Female,0
45271,29/6/2021,Electronics,283,3,1969,PayPal,59,0,Jesse Lopez,Female,0
45271,26/4/2020,Home,404,1,456,PayPal,59,1,Jesse Lopez,Female,0
45271,3/5/2021,Books,446,4,4479,Cash,59,1,Jesse Lopez,Female,0
48681,8/5/2020,Electronics,208,3,3523,PayPal,33,1,Stephanie Santos,Male,1
48681,31/3/2020,Electronics,75,4,994,Credit Card,33,0,Stephanie Santos,Male,1
48681,7/1/2020,Books,97,5,2751,Cash,33,1,Stephanie Santos,Male,1
48681,9/2/2023,Electronics,318,4,4537,Cash,33,1,Stephanie Santos,Male,1
48681,17/2/2023,Electronics,100,1,708,PayPal,33,1,Stephanie Santos,Male,1
48681,21/8/2020,Clothing,10,4,2420,Credit Card,33,1,Stephanie Santos,Male,1
46039,16/2/2020,Electronics,389,5,3958,Cash,70,0,Scott Murphy,Female,0
46039,17/8/2021,Home,114,1,3395,Credit Card,70,1,Scott Murphy,Female,0
46039,23/5/2022,Books,409,5,4124,Cash,70,1,Scott Murphy,Female,0
46039,20/9/2022,Clothing,72,1,1801,PayPal,70,1,Scott Murphy,Female,0
46868,22/7/2021,Electronics,88,4,1613,PayPal,31,1,Jimmy Stevens,Male,0
46868,14/2/2021,Home,269,5,3328,PayPal,31,0,Jimmy Stevens,Male,0
46868,25/12/2022,Books,55,5,1456,Cash,31,1,Jimmy Stevens,Male,0
46868,29/9/2021,Electronics,449,2,4881,PayPal,31,1,Jimmy Stevens,Male,0
46166,20/8/2020,Electronics,365,2,540,PayPal,26,0,Andrew Vargas,Male,0
46166,21/7/2021,Electronics,384,5,3993,Credit Card,26,1,Andrew Vargas,Male,0
46166,20/10/2021,Home,103,2,2319,Cash,26,1,Andrew Vargas,Male,0
46166,11/7/2022,Home,86,3,4768,Cash,26,0,Andrew Vargas,Male,0
49589,19/11/2020,Home,382,2,4910,Credit Card,20,0,James Sullivan,Female,0
49589,30/1/2022,Books,244,3,3640,PayPal,20,0,James Sullivan,Female,0
49589,3/1/2023,Electronics,307,3,4676,Credit Card,20,1,James Sullivan,Female,0
49589,7/8/2021,Books,183,3,1006,Credit Card,20,0,James Sullivan,Female,0
49589,11/5/2023,Books,187,5,3093,Credit Card,20,0,James Sullivan,Female,0
48880,18/11/2020,Books,206,3,3189,Credit Card,68,0,William Reyes,Male,1
48880,22/6/2023,Electronics,485,1,5016,Cash,68,0,William Reyes,Male,1
48880,14/8/2020,Books,458,1,4615,PayPal,68,1,William Reyes,Male,1
48880,19/7/2021,Electronics,304,5,1740,Cash,68,1,William Reyes,Male,1
48880,25/10/2021,Home,13,5,685,PayPal,68,0,William Reyes,Male,1
48880,7/9/2021,Electronics,70,5,1609,Credit Card,68,0,William Reyes,Male,1
48880,19/2/2022,Home,257,4,4393,Credit Card,68,0,William Reyes,Male,1
48880,25/10/2020,Electronics,146,1,3075,Credit Card,68,0,William Reyes,Male,1
48880,12/6/2020,Home,44,1,1029,Cash,68,1,William Reyes,Male,1
48331,28/3/2020,Books,480,2,3469,PayPal,54,1,Joseph Phillips,Female,0
48331,11/3/2022,Home,489,3,3291,PayPal,54,0,Joseph Phillips,Female,0
48331,1/2/2020,Home,28,1,2961,PayPal,54,1,Joseph Phillips,Female,0
48331,30/10/2020,Books,313,5,1200,PayPal,54,0,Joseph Phillips,Female,0
48331,3/1/2020,Clothing,66,3,1883,Credit Card,54,0,Joseph Phillips,Female,0
46296,10/4/2021,Electronics,129,3,2795,PayPal,57,0,Robert Kane,Female,0
